customer_id,age,gender,location,horoscope,blood,catdog
634,66,Male,sevilla,Leo,O,cat
635,36,Male,cantabria,Capricorn,O,dog
636,27,Male,malaga,Aquarius,AB,none
637,41,Male,toledo,Cancer,AB,none
638,21,Male,toledo,Virgo,A,none
639,53,Male,las_palmas,Aquarius,A,none
640,54,Male,alava,Cancer,AB,dog
641,53,Male,teruel,Leo,B,cat
642,47,Male,granada,Aries,AB,cat
643,64,Male,soria,Cancer,O,none
644,18,Male,castellon,Aries,O,cat
645,68,Male,huesca,Gemini,O,dog
646,62,Male,murcia,Gemini,O,cat
647,51,Male,barcelona,Aquarius,A,cat
648,54,Male,zamora,Scorpio,A,dog
649,22,Male,baleares,Libra,AB,none
650,53,Male,bizkaia,Aquarius,AB,cat
651,34,Male,valladolid,Aries,O,none
652,32,Male,asturias,Leo,AB,none
653,64,Male,orense,Leo,O,none
654,20,Male,huelva,Sagittarius,O,dog
655,24,Male,lugo,Sagittarius,AB,none
656,20,Male,malaga,Sagittarius,A,dog
657,42,Male,cantabria,Cancer,O,cat
658,48,Male,murcia,Aries,AB,none
659,62,Male,granada,Sagittarius,B,cat
660,62,Male,cordoba,Gemini,B,cat
661,50,Male,asturias,Aries,B,dog
662,57,Male,pontevedra,Scorpio,B,cat
663,24,Male,lleida,Scorpio,A,none
664,59,Male,tarragona,Leo,A,none
665,63,Male,la_coruna,Virgo,B,cat
666,41,Male,toledo,Virgo,A,none
667,35,Male,huelva,Libra,O,cat
668,34,Male,cantabria,Capricorn,A,dog
669,49,Male,pontevedra,Cancer,A,none
670,43,Male,gerona,Aquarius,B,none
671,63,Male,bizkaia,Gemini,AB,cat
672,38,Male,albacete,Aquarius,B,none
673,59,Male,zaragoza,Gemini,B,cat
674,35,Male,alicante,Gemini,AB,dog
675,48,Male,salamanca,Gemini,AB,dog
676,64,Male,baleares,Leo,O,dog
677,28,Male,sevilla,Virgo,B,cat
678,60,Male,baleares,Aquarius,A,dog
679,27,Male,soria,Leo,B,none
680,56,Male,huelva,Taurus,AB,cat
681,58,Male,zamora,Aries,B,cat
682,30,Male,cadiz,Capricorn,AB,cat
683,23,Male,caceres,Gemini,B,dog
684,33,Male,santa_cruz_de_tenerife,Virgo,B,cat
685,63,Male,ciudad_real,Virgo,B,none
686,70,Male,burgos,Aries,B,cat
687,70,Male,jaen,Libra,AB,dog
688,19,Male,albacete,Pisces,AB,cat
689,25,Male,teruel,Gemini,AB,dog
690,19,Male,almeria,Cancer,AB,cat
691,25,Male,baleares,Virgo,AB,none
692,60,Male,gipuzkoa,Capricorn,A,none
693,35,Male,baleares,Taurus,O,cat
694,46,Male,badajoz,Capricorn,AB,dog
695,41,Male,alicante,Sagittarius,AB,dog
696,30,Male,alava,Cancer,AB,cat
697,44,Male,huesca,Cancer,B,cat
698,61,Male,salamanca,Leo,A,dog
699,55,Male,la_coruna,Leo,A,cat
700,50,Male,avila,Capricorn,B,none
701,57,Male,alicante,Aries,A,none
702,51,Male,santa_cruz_de_tenerife,Taurus,A,cat
703,18,Male,segovia,Scorpio,AB,none
704,63,Male,zaragoza,Aries,A,cat
705,34,Male,asturias,Gemini,O,none
706,25,Male,segovia,Aquarius,AB,none
707,46,Male,avila,Cancer,O,cat
708,59,Male,cordoba,Aries,AB,cat
709,37,Male,valladolid,Pisces,AB,dog
710,49,Male,ciudad_real,Taurus,AB,dog
711,22,Male,las_palmas,Libra,AB,none
712,64,Male,pontevedra,Gemini,O,dog
713,42,Male,malaga,Leo,B,none
714,37,Male,alava,Cancer,B,none
715,26,Male,palencia,Scorpio,A,none
716,33,Male,ciudad_real,Virgo,B,none
717,30,Male,asturias,Aries,AB,none
718,21,Male,palencia,Taurus,B,cat
719,22,Male,madrid,Taurus,A,dog
720,63,Male,cuenca,Aries,B,none
721,33,Male,gerona,Capricorn,B,none
722,43,Male,santa_cruz_de_tenerife,Libra,O,cat
723,27,Male,cadiz,Aquarius,B,cat
724,35,Male,zaragoza,Leo,B,cat
725,37,Male,almeria,Libra,O,cat
726,61,Male,tarragona,Leo,O,dog
727,32,Male,zaragoza,Virgo,O,cat
728,62,Male,lugo,Aries,B,cat
729,29,Male,cadiz,Scorpio,B,cat
730,41,Male,castellon,Libra,A,none
731,48,Male,alicante,Gemini,B,cat
732,43,Male,granada,Sagittarius,O,dog
733,34,Male,zamora,Aquarius,O,dog
734,45,Male,granada,Taurus,A,none
735,65,Male,gipuzkoa,Capricorn,O,cat
736,61,Male,gerona,Cancer,AB,dog
737,18,Male,ciudad_real,Capricorn,A,none
738,47,Male,la_rioja,Scorpio,AB,dog
739,56,Male,barcelona,Cancer,B,dog
740,64,Male,lleida,Gemini,O,cat
741,26,Male,guadalajara,Pisces,A,dog
742,22,Male,sevilla,Virgo,A,cat
743,64,Male,granada,Gemini,O,cat
744,21,Male,tarragona,Gemini,A,cat
745,67,Male,segovia,Taurus,O,dog
746,46,Male,sevilla,Leo,A,cat
747,40,Male,castellon,Aquarius,B,dog
748,51,Male,huelva,Taurus,AB,cat
749,35,Male,salamanca,Libra,A,cat
750,56,Male,gerona,Aquarius,O,dog
751,25,Male,lugo,Sagittarius,A,dog
752,65,Male,valencia,Capricorn,A,dog
753,39,Male,salamanca,Libra,AB,dog
754,47,Male,las_palmas,Scorpio,AB,cat
755,36,Male,barcelona,Aquarius,A,cat
756,66,Male,jaen,Sagittarius,O,dog
757,62,Male,cuenca,Cancer,O,none
758,41,Male,bizkaia,Leo,A,dog
759,66,Male,toledo,Aquarius,B,dog
760,51,Male,murcia,Scorpio,B,cat
761,33,Male,zaragoza,Aquarius,AB,none
762,57,Male,burgos,Gemini,O,none
763,45,Male,salamanca,Leo,AB,none
764,61,Male,almeria,Virgo,A,cat
765,55,Male,huesca,Taurus,A,cat
766,54,Male,pontevedra,Aries,B,none
767,57,Male,castellon,Pisces,A,cat
768,27,Male,teruel,Virgo,A,dog
769,64,Male,salamanca,Scorpio,A,dog
770,52,Male,cadiz,Virgo,A,dog
771,19,Male,alava,Taurus,AB,cat
772,22,Male,malaga,Taurus,AB,none
773,18,Male,sevilla,Virgo,A,none
774,29,Male,navarra,Virgo,A,dog
775,42,Male,leon,Taurus,B,none
776,49,Male,caceres,Sagittarius,O,cat
777,49,Male,burgos,Leo,AB,none
778,55,Male,pontevedra,Taurus,B,dog
779,29,Male,palencia,Aries,A,cat
780,60,Male,lleida,Libra,AB,none
781,34,Male,bizkaia,Scorpio,O,cat
782,30,Male,pontevedra,Libra,B,cat
783,28,Male,asturias,Sagittarius,B,cat
784,63,Male,cordoba,Taurus,AB,cat
785,31,Male,cordoba,Aquarius,A,none
786,46,Male,castellon,Libra,A,dog
787,70,Male,las_palmas,Aries,A,none
788,53,Male,orense,Aquarius,B,none
789,50,Male,navarra,Aries,O,dog
790,33,Male,almeria,Libra,B,cat
791,22,Male,palencia,Taurus,B,dog
792,50,Male,cuenca,Taurus,O,none
793,34,Male,bizkaia,Cancer,B,dog
794,24,Male,jaen,Leo,AB,none
795,69,Male,alicante,Leo,B,none
796,39,Male,cadiz,Leo,AB,cat
797,42,Male,badajoz,Taurus,O,cat
798,42,Male,asturias,Scorpio,O,none
799,29,Male,tarragona,Taurus,AB,cat
800,55,Male,la_rioja,Sagittarius,O,cat
801,32,Male,las_palmas,Aquarius,A,cat
802,25,Male,sevilla,Aries,B,none
803,38,Male,lleida,Sagittarius,A,none
804,32,Male,cordoba,Aquarius,AB,none
805,43,Male,alicante,Pisces,O,cat
806,41,Male,navarra,Capricorn,A,none
807,56,Male,guadalajara,Capricorn,B,none
808,27,Male,palencia,Pisces,O,cat
809,46,Male,lleida,Virgo,AB,cat
810,48,Male,teruel,Scorpio,A,none
811,52,Male,las_palmas,Virgo,B,cat
812,18,Male,orense,Pisces,A,dog
813,64,Male,castellon,Aries,A,cat
814,54,Male,las_palmas,Aquarius,B,cat
815,31,Male,bizkaia,Leo,AB,none
816,30,Male,badajoz,Virgo,O,none
817,26,Male,huelva,Leo,B,cat
818,25,Male,caceres,Leo,B,cat
819,59,Male,salamanca,Libra,AB,dog
820,55,Male,salamanca,Pisces,O,none
821,56,Male,caceres,Scorpio,O,cat
822,62,Male,palencia,Scorpio,AB,cat
823,35,Male,huelva,Cancer,AB,cat
824,51,Male,orense,Gemini,A,cat
825,61,Male,tarragona,Aquarius,B,dog
826,27,Male,bizkaia,Aries,A,none
827,54,Male,murcia,Gemini,O,cat
828,31,Male,ciudad_real,Taurus,A,dog
829,24,Male,albacete,Pisces,O,none
830,42,Male,jaen,Leo,A,cat
831,41,Male,santa_cruz_de_tenerife,Aquarius,O,none
832,66,Male,granada,Pisces,B,none
833,58,Male,malaga,Cancer,AB,dog
834,43,Male,teruel,Capricorn,B,dog
835,52,Male,santa_cruz_de_tenerife,Sagittarius,O,none
836,35,Male,zaragoza,Scorpio,O,none
837,23,Male,segovia,Capricorn,A,cat
838,25,Male,santa_cruz_de_tenerife,Virgo,A,dog
839,33,Male,badajoz,Cancer,A,none
840,48,Male,palencia,Libra,A,none
841,42,Male,granada,Aries,A,dog
842,55,Male,castellon,Aquarius,AB,cat
843,59,Male,cordoba,Leo,O,none
844,65,Male,baleares,Capricorn,AB,cat
845,59,Male,valencia,Gemini,B,cat
846,31,Male,cordoba,Cancer,B,dog
847,49,Male,madrid,Scorpio,B,dog
848,53,Male,cadiz,Sagittarius,B,dog
849,48,Male,valencia,Aries,A,none
850,23,Male,zaragoza,Virgo,AB,none
851,68,Male,huelva,Scorpio,B,none
852,35,Male,almeria,Aquarius,A,cat
853,34,Male,la_rioja,Cancer,B,cat
854,62,Male,cantabria,Leo,A,cat
855,21,Male,jaen,Pisces,B,cat
856,70,Male,zamora,Pisces,AB,cat
857,55,Male,la_coruna,Gemini,O,cat
858,43,Male,zamora,Capricorn,A,dog
859,19,Male,pontevedra,Gemini,AB,cat
860,47,Male,cantabria,Taurus,O,cat
861,26,Male,las_palmas,Leo,A,dog
862,46,Male,ciudad_real,Virgo,AB,dog
863,19,Male,tarragona,Aries,B,dog
864,49,Male,lugo,Pisces,O,dog
865,51,Male,barcelona,Taurus,AB,cat
866,64,Male,barcelona,Virgo,B,cat
867,67,Male,valencia,Taurus,AB,dog
868,37,Male,tarragona,Sagittarius,AB,cat
869,40,Male,navarra,Virgo,A,none
870,38,Male,cuenca,Pisces,AB,none
871,66,Male,gerona,Virgo,AB,dog
872,47,Male,soria,Capricorn,A,dog
873,56,Male,baleares,Gemini,B,none
874,51,Male,huelva,Cancer,AB,none
875,25,Male,jaen,Libra,A,dog
876,37,Male,soria,Cancer,O,none
877,41,Male,almeria,Libra,O,dog
878,64,Male,huelva,Capricorn,B,cat
879,23,Male,alicante,Aquarius,AB,cat
880,62,Male,lugo,Pisces,B,none
881,39,Male,malaga,Capricorn,AB,none
882,52,Male,bizkaia,Gemini,O,cat
883,50,Male,caceres,Aquarius,O,none
884,28,Male,jaen,Aries,A,none
885,67,Male,la_coruna,Libra,B,none
886,41,Male,segovia,Capricorn,B,cat
887,19,Male,avila,Taurus,A,dog
888,70,Male,lleida,Leo,B,cat
889,49,Male,cuenca,Virgo,AB,dog
890,59,Male,burgos,Cancer,AB,dog
891,52,Male,zaragoza,Aries,A,none
892,20,Male,lleida,Aries,O,dog
893,31,Male,barcelona,Cancer,A,none
894,33,Male,salamanca,Gemini,AB,dog
895,44,Male,gipuzkoa,Capricorn,O,cat
896,40,Male,almeria,Taurus,O,cat
897,69,Male,guadalajara,Sagittarius,AB,cat
898,29,Male,baleares,Virgo,O,cat
899,54,Male,segovia,Sagittarius,AB,cat
900,65,Male,toledo,Capricorn,A,none
901,54,Male,madrid,Pisces,A,none
902,60,Male,castellon,Taurus,O,none
903,43,Male,santa_cruz_de_tenerife,Aquarius,A,dog
904,44,Male,jaen,Pisces,A,cat
905,69,Male,ciudad_real,Virgo,B,cat
906,46,Male,cadiz,Cancer,O,dog
907,41,Male,alicante,Aries,A,none
908,32,Male,cadiz,Scorpio,B,dog
909,26,Male,soria,Libra,AB,cat
910,61,Male,castellon,Gemini,AB,cat
911,49,Male,asturias,Taurus,B,none
912,53,Male,badajoz,Taurus,O,dog
913,24,Male,badajoz,Virgo,B,none
914,37,Male,leon,Taurus,A,dog
915,43,Male,sevilla,Libra,A,dog
916,31,Male,madrid,Aquarius,AB,cat
917,49,Male,huesca,Sagittarius,O,dog
918,69,Male,bizkaia,Taurus,O,none
919,65,Male,gerona,Taurus,AB,none
920,41,Male,murcia,Libra,O,cat
921,37,Male,soria,Leo,O,cat
922,70,Male,huelva,Virgo,AB,dog
923,63,Male,alava,Pisces,O,dog
924,55,Male,zaragoza,Capricorn,AB,dog
925,52,Male,almeria,Gemini,B,none
926,22,Male,jaen,Aries,B,dog
927,54,Male,leon,Taurus,O,dog
928,28,Male,cantabria,Cancer,B,cat
929,67,Male,teruel,Capricorn,B,none
930,59,Male,huesca,Virgo,A,dog
931,26,Male,almeria,Sagittarius,B,none
932,24,Male,navarra,Aries,AB,dog
933,62,Male,cadiz,Gemini,A,none
934,70,Male,cadiz,Aquarius,O,cat
935,45,Male,bizkaia,Leo,O,cat
936,58,Male,toledo,Virgo,O,none
937,31,Male,guadalajara,Virgo,O,dog
938,32,Male,burgos,Taurus,B,cat
939,36,Male,caceres,Libra,O,cat
940,25,Male,lugo,Scorpio,A,cat
941,48,Male,palencia,Aquarius,AB,cat
942,39,Male,cadiz,Libra,A,dog
943,26,Male,la_rioja,Sagittarius,A,dog
944,32,Male,lugo,Pisces,B,cat
945,54,Male,la_coruna,Scorpio,A,cat
946,38,Male,sevilla,Gemini,A,dog
947,46,Male,las_palmas,Aries,AB,cat
948,57,Male,huelva,Libra,O,dog
949,49,Male,salamanca,Capricorn,AB,cat
950,33,Male,salamanca,Gemini,O,none
951,54,Male,asturias,Taurus,AB,none
952,47,Male,leon,Libra,AB,cat
953,36,Male,ciudad_real,Libra,AB,none
954,68,Male,murcia,Scorpio,O,cat
955,60,Male,castellon,Virgo,B,none
956,55,Male,ciudad_real,Virgo,A,dog
957,29,Male,soria,Libra,A,none
958,38,Male,ciudad_real,Cancer,AB,cat
959,70,Male,valencia,Scorpio,A,cat
960,36,Male,baleares,Capricorn,O,cat
961,18,Male,gipuzkoa,Pisces,B,none
962,62,Male,guadalajara,Capricorn,A,none
963,29,Male,murcia,Cancer,O,none
964,21,Male,malaga,Aries,AB,dog
965,42,Male,lugo,Scorpio,A,dog
966,43,Male,jaen,Aries,AB,none
967,58,Male,navarra,Scorpio,A,cat
968,27,Male,cordoba,Sagittarius,AB,dog
969,57,Male,alava,Capricorn,AB,cat
970,40,Male,burgos,Aquarius,B,cat
971,45,Male,badajoz,Virgo,O,none
972,47,Male,la_coruna,Leo,O,none
973,61,Male,baleares,Gemini,B,none
974,60,Male,segovia,Aries,AB,cat
975,69,Male,sevilla,Virgo,B,dog
976,58,Male,albacete,Aries,A,cat
977,34,Male,pontevedra,Virgo,AB,none
978,20,Male,barcelona,Sagittarius,AB,none
979,56,Male,la_rioja,Aquarius,B,cat
980,64,Male,valencia,Gemini,A,none
981,56,Male,lleida,Scorpio,O,dog
982,27,Male,alava,Taurus,A,dog
983,35,Male,lleida,Libra,AB,none
984,24,Male,cuenca,Taurus,AB,dog
985,26,Male,segovia,Virgo,A,cat
986,32,Male,lleida,Libra,AB,dog
987,54,Male,tarragona,Leo,A,dog
988,62,Male,leon,Sagittarius,AB,cat
989,50,Male,zamora,Leo,B,cat
990,70,Male,lugo,Sagittarius,AB,dog
991,48,Male,huesca,Aquarius,O,cat
992,20,Male,palencia,Capricorn,O,dog
993,46,Male,guadalajara,Gemini,A,none
994,51,Male,tarragona,Capricorn,O,none
995,53,Male,barcelona,Virgo,B,dog
996,44,Male,toledo,Aries,O,cat
997,29,Male,lugo,Taurus,AB,dog
998,64,Male,gipuzkoa,Pisces,AB,none
999,51,Male,lugo,Virgo,A,dog
1000,50,Male,palencia,Libra,AB,cat
1001,43,Male,orense,Aries,B,none
1002,61,Male,valencia,Capricorn,B,none
1003,55,Male,murcia,Libra,AB,none
1004,56,Male,pontevedra,Capricorn,B,cat
1005,33,Male,almeria,Virgo,B,none
1006,43,Male,almeria,Cancer,O,dog
1007,21,Male,zaragoza,Cancer,B,dog
1008,58,Male,valencia,Aquarius,A,dog
1009,41,Male,cuenca,Leo,O,dog
1010,39,Male,guadalajara,Taurus,AB,none
1011,54,Male,murcia,Aquarius,B,cat
1012,43,Male,granada,Aquarius,A,none
1013,28,Male,asturias,Leo,B,none
1014,59,Male,zamora,Aquarius,A,cat
1015,28,Male,cuenca,Aquarius,B,cat
1016,68,Male,la_coruna,Taurus,AB,dog
1017,20,Male,castellon,Pisces,AB,cat
1018,21,Male,granada,Sagittarius,AB,cat
1019,50,Male,bizkaia,Gemini,B,none
1020,32,Male,leon,Sagittarius,O,none
1021,24,Male,almeria,Pisces,AB,cat
1022,55,Male,pontevedra,Scorpio,AB,dog
1023,61,Male,jaen,Leo,O,none
1024,61,Male,almeria,Taurus,AB,dog
1025,28,Male,baleares,Cancer,B,none
1026,60,Male,castellon,Pisces,O,none
1027,49,Male,murcia,Libra,B,cat
1028,33,Male,jaen,Gemini,B,dog
1029,45,Male,murcia,Libra,AB,cat
1030,29,Male,orense,Pisces,A,cat
1031,58,Male,alicante,Virgo,A,none
1032,22,Male,pontevedra,Libra,B,cat
1033,55,Male,sevilla,Capricorn,B,none
1034,19,Male,salamanca,Pisces,B,none
1035,68,Male,asturias,Aquarius,A,none
1036,61,Male,guadalajara,Leo,A,none
1037,68,Male,jaen,Aquarius,B,cat
1038,52,Male,sevilla,Pisces,A,dog
1039,41,Male,santa_cruz_de_tenerife,Scorpio,O,cat
1040,29,Male,leon,Libra,AB,none
1041,68,Male,teruel,Scorpio,AB,cat
1042,36,Male,alava,Virgo,B,none
1043,55,Male,la_rioja,Cancer,B,dog
1044,28,Male,tarragona,Leo,O,cat
1045,39,Male,granada,Cancer,O,none
1046,54,Male,avila,Virgo,O,cat
1047,40,Male,caceres,Aquarius,B,dog
1048,31,Male,gipuzkoa,Scorpio,O,dog
1049,30,Male,leon,Libra,AB,none
1050,45,Male,toledo,Sagittarius,A,dog
1051,48,Male,huesca,Virgo,B,cat
1052,45,Male,badajoz,Leo,A,dog
1053,60,Male,cuenca,Capricorn,O,cat
1054,59,Male,pontevedra,Gemini,A,none
1055,18,Male,avila,Libra,A,cat
1056,70,Male,lugo,Scorpio,AB,dog
1057,20,Male,malaga,Sagittarius,B,cat
1058,65,Male,ciudad_real,Aquarius,AB,none
1059,29,Male,segovia,Cancer,A,cat
1060,22,Male,zamora,Aquarius,A,dog
1061,27,Male,albacete,Aquarius,AB,dog
1062,36,Male,zaragoza,Pisces,B,none
1063,59,Male,segovia,Taurus,O,dog
1064,62,Male,salamanca,Pisces,A,none
1065,34,Male,teruel,Cancer,O,cat
1066,59,Male,salamanca,Capricorn,O,none
1067,49,Male,gipuzkoa,Capricorn,B,none
1068,18,Male,cantabria,Libra,O,none
1069,55,Male,guadalajara,Aquarius,B,dog
1070,38,Male,orense,Aries,A,none
1071,50,Male,barcelona,Libra,AB,none
1072,61,Male,santa_cruz_de_tenerife,Libra,A,dog
1073,48,Male,guadalajara,Aries,B,cat
1074,22,Male,segovia,Scorpio,A,none
1075,48,Male,zamora,Virgo,B,dog
1076,57,Male,murcia,Aries,AB,dog
1077,33,Male,tarragona,Pisces,O,none
1078,58,Male,leon,Pisces,AB,none
1079,37,Male,la_coruna,Leo,O,dog
1080,18,Male,guadalajara,Scorpio,B,cat
1081,65,Male,baleares,Sagittarius,B,dog
1082,62,Male,soria,Capricorn,O,cat
1083,54,Male,malaga,Libra,O,cat
1084,35,Male,zaragoza,Leo,AB,dog
1085,34,Male,avila,Taurus,AB,none
1086,25,Male,las_palmas,Scorpio,AB,cat
1087,53,Male,lleida,Taurus,B,dog
1088,45,Male,bizkaia,Scorpio,O,cat
1089,49,Male,lugo,Scorpio,AB,cat
1090,40,Male,huesca,Leo,AB,none
1091,38,Male,ciudad_real,Libra,B,dog
1092,44,Male,caceres,Aquarius,AB,cat
1093,68,Male,burgos,Taurus,A,none
1094,60,Male,baleares,Capricorn,A,none
1095,25,Male,madrid,Aquarius,B,none
1096,19,Male,valladolid,Leo,A,none
1097,57,Male,navarra,Gemini,A,dog
1098,58,Male,toledo,Virgo,O,cat
1099,49,Male,huelva,Leo,O,cat
1100,19,Male,la_coruna,Gemini,B,none
1101,50,Male,barcelona,Capricorn,A,none
1102,30,Male,cadiz,Aries,AB,cat
1103,52,Male,malaga,Sagittarius,A,cat
1104,35,Male,huesca,Cancer,O,cat
1105,35,Male,pontevedra,Libra,A,dog
1106,33,Male,valladolid,Libra,O,dog
1107,52,Male,madrid,Sagittarius,AB,none
1108,69,Male,huesca,Scorpio,A,none
1109,27,Male,tarragona,Aries,A,cat
1110,66,Male,castellon,Taurus,O,cat
1111,28,Male,leon,Aries,AB,none
1112,22,Male,zamora,Gemini,AB,none
1113,69,Male,zaragoza,Cancer,A,none
1114,28,Male,badajoz,Libra,A,dog
1115,55,Male,las_palmas,Virgo,O,none
1116,30,Male,albacete,Aquarius,A,dog
1117,67,Male,ciudad_real,Capricorn,AB,cat
1118,25,Male,cuenca,Aries,AB,none
1119,49,Male,segovia,Taurus,O,dog
1120,34,Male,las_palmas,Libra,O,dog
1121,22,Male,gerona,Virgo,AB,dog
1122,63,Male,jaen,Leo,B,cat
1123,70,Male,soria,Virgo,AB,none
1124,36,Male,pontevedra,Libra,B,dog
1125,42,Male,cordoba,Sagittarius,A,none
1126,27,Male,badajoz,Gemini,B,none
1127,23,Male,soria,Aries,AB,none
1128,50,Male,castellon,Virgo,B,cat
1129,56,Male,albacete,Capricorn,AB,dog
1130,37,Male,asturias,Scorpio,AB,dog
1131,67,Male,toledo,Gemini,AB,none
1132,67,Male,santa_cruz_de_tenerife,Gemini,A,none
1133,50,Male,avila,Scorpio,B,none
1134,36,Male,teruel,Pisces,AB,dog
1135,62,Male,cuenca,Gemini,O,cat
1136,65,Male,castellon,Pisces,AB,cat
1137,23,Male,almeria,Sagittarius,A,dog
1138,46,Male,valencia,Gemini,B,none
1139,18,Male,orense,Leo,AB,dog
1140,58,Male,huelva,Sagittarius,A,dog
1141,31,Male,cantabria,Scorpio,AB,none
1142,39,Male,tarragona,Sagittarius,B,none
1143,69,Male,alicante,Virgo,O,dog
1144,68,Male,jaen,Sagittarius,AB,cat
1145,41,Male,salamanca,Aries,AB,none
1146,31,Male,palencia,Aries,B,cat
1147,48,Male,alicante,Sagittarius,AB,none
1148,59,Male,la_rioja,Taurus,O,dog
1149,34,Male,navarra,Capricorn,AB,dog
1150,21,Male,cordoba,Taurus,B,dog
1151,29,Male,guadalajara,Capricorn,A,cat
1152,41,Male,murcia,Libra,AB,none
1153,62,Male,badajoz,Virgo,O,cat
1154,27,Male,cordoba,Libra,AB,cat
1155,49,Male,toledo,Gemini,B,cat
1156,67,Male,santa_cruz_de_tenerife,Taurus,AB,none
1157,20,Male,cantabria,Cancer,A,none
1158,37,Male,alicante,Sagittarius,AB,cat
1159,69,Male,palencia,Aquarius,A,cat
1160,66,Male,cuenca,Cancer,A,dog
1161,37,Male,alicante,Capricorn,O,dog
1162,63,Male,castellon,Taurus,O,dog
1163,47,Male,segovia,Aquarius,B,cat
1164,26,Male,orense,Pisces,AB,cat
1165,68,Male,ciudad_real,Scorpio,B,dog
1166,51,Male,navarra,Aquarius,O,cat
1167,48,Male,tarragona,Gemini,B,cat
1168,60,Male,murcia,Sagittarius,B,none
1169,68,Male,sevilla,Taurus,A,none
1170,25,Male,baleares,Gemini,A,cat
1171,57,Male,soria,Scorpio,A,none
1172,41,Male,huesca,Libra,AB,cat
1173,59,Male,badajoz,Sagittarius,B,cat
1174,44,Male,segovia,Taurus,A,none
1175,42,Male,alava,Gemini,A,none
1176,35,Male,soria,Capricorn,A,none
1177,36,Male,badajoz,Libra,B,dog
1178,54,Male,albacete,Capricorn,AB,cat
1179,37,Male,burgos,Scorpio,B,cat
1180,20,Male,almeria,Sagittarius,O,none
1181,23,Male,burgos,Cancer,A,dog
1182,61,Male,santa_cruz_de_tenerife,Aries,AB,cat
1183,37,Male,orense,Sagittarius,B,none
1184,23,Male,castellon,Leo,B,cat
1185,63,Male,alicante,Gemini,A,cat
1186,47,Male,navarra,Taurus,O,none
1187,63,Male,barcelona,Sagittarius,O,none
1188,56,Male,tarragona,Gemini,AB,dog
1189,68,Male,alicante,Taurus,O,cat
1190,64,Male,asturias,Capricorn,B,dog
1191,62,Male,la_coruna,Virgo,O,dog
1192,34,Male,badajoz,Scorpio,B,cat
1193,49,Male,soria,Gemini,AB,cat
1194,40,Male,huelva,Pisces,A,none
1195,50,Male,avila,Libra,O,none
1196,25,Male,jaen,Virgo,AB,cat
1197,30,Male,alicante,Pisces,B,dog
1198,54,Male,sevilla,Virgo,B,none
1199,40,Male,las_palmas,Taurus,AB,dog
1200,49,Male,madrid,Gemini,B,cat
1201,27,Male,la_rioja,Aries,B,dog
1202,27,Male,cantabria,Gemini,A,dog
1203,48,Male,guadalajara,Aquarius,B,cat
1204,40,Male,zaragoza,Leo,B,dog
1205,67,Male,madrid,Pisces,B,dog
1206,52,Male,tarragona,Aries,AB,none
1207,22,Male,cordoba,Pisces,AB,none
1208,62,Male,teruel,Sagittarius,AB,none
1209,20,Male,segovia,Gemini,O,cat
1210,41,Male,pontevedra,Scorpio,B,cat
1211,34,Male,madrid,Capricorn,B,dog
1212,23,Male,cadiz,Libra,AB,cat
1213,32,Male,salamanca,Virgo,B,dog
1214,68,Male,bizkaia,Taurus,AB,cat
1215,30,Male,sevilla,Gemini,O,none
1216,66,Male,palencia,Gemini,B,dog
1217,62,Male,badajoz,Scorpio,A,none
1218,50,Male,barcelona,Gemini,A,dog
1219,55,Male,pontevedra,Leo,B,dog
1220,19,Male,segovia,Libra,O,cat
1221,67,Male,teruel,Cancer,A,dog
1222,18,Male,palencia,Scorpio,A,cat
1223,58,Male,pontevedra,Libra,O,dog
1224,69,Male,gipuzkoa,Capricorn,O,none
1225,62,Male,zamora,Virgo,AB,none
1226,28,Male,guadalajara,Taurus,O,cat
1227,53,Male,toledo,Libra,O,none
1228,27,Male,lugo,Capricorn,AB,dog
1229,55,Male,burgos,Sagittarius,O,dog
1230,34,Male,la_coruna,Taurus,B,none
1231,25,Male,malaga,Aries,O,none
1232,66,Male,ciudad_real,Scorpio,A,dog
1233,57,Male,leon,Cancer,O,cat
1234,46,Male,valencia,Aries,O,cat
1235,38,Male,teruel,Aquarius,AB,dog
1236,23,Male,ciudad_real,Aries,AB,none
1237,42,Male,huelva,Gemini,O,dog
1238,25,Male,zamora,Taurus,B,cat
1239,55,Male,huesca,Sagittarius,B,cat
1240,62,Male,huesca,Gemini,AB,cat
1241,41,Male,alicante,Taurus,AB,cat
1242,58,Male,burgos,Taurus,AB,cat
1243,56,Male,huesca,Aries,A,dog
1244,25,Male,avila,Cancer,B,none
1245,70,Male,barcelona,Libra,O,none
1246,42,Male,la_coruna,Aries,B,none
1247,27,Male,avila,Scorpio,AB,none
1248,65,Male,zaragoza,Leo,AB,cat
1249,62,Male,cuenca,Cancer,A,dog
1250,62,Male,zamora,Libra,B,dog
1251,52,Male,sevilla,Gemini,AB,none
1252,56,Male,valencia,Sagittarius,AB,cat
1253,28,Male,leon,Virgo,B,none
1254,39,Male,gipuzkoa,Libra,B,none
1255,54,Male,avila,Taurus,O,cat
1256,30,Male,badajoz,Libra,O,none
1257,45,Male,gipuzkoa,Leo,AB,none
1258,68,Male,albacete,Aries,A,dog
1259,47,Male,santa_cruz_de_tenerife,Aquarius,A,cat
1260,68,Male,salamanca,Cancer,O,cat
1261,63,Male,badajoz,Sagittarius,AB,cat
